productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Carrots,2018-12-02,0.29,0.92,0.92,0.99,1.02,231.89655172413794
Broccoli Crowns,2018-12-02,1.44,2.7,2.41,1.99,2.24,62.15277777777779
Avocados,2018-12-02,0.55,1.06,1.69,1.56,1.94,184.0909090909091
Green Leaf Lettuce,2018-11-28,0.68,1.74,1.68,1.42,1.81,144.48529411764704
Thompson Grapes,2018-11-25,0.85,1.98,1.96,2.24,2.21,146.76470588235296
Strawberries,2018-11-25,2.69,3.36,3.84,3.99,1.9734338113973857,22.336745459083506
Potatoes,2018-11-25,1.7,6.14,4.81,3.49,6.47,207.50000000000003
Oranges,2018-11-25,0.55,1.71,1.64,0.99,1.77,177.7272727272727
Iceberg Lettuce,2018-11-25,1.91,1.05,1.52,1.24,1.82,-26.308900523560197
Green Leaf Lettuce,2018-11-25,1.84,1.99,1.75,1.42,1.91,-3.940217391304346
Flame Grapes,2018-11-25,0.89,1.88,1.96,1.99,2.21,125.84269662921344
Celery,2018-11-25,0.79,1.64,1.83,1.74,1.46,111.07594936708858
Cauliflower,2018-11-25,3.23,3.64,3.39,3.83,3.99,14.938080495356033
Carrots,2018-11-25,0.3,0.89,0.94,0.99,1.15,230.83333333333337
Broccoli Crowns,2018-11-25,1.54,3.07,1.95,1.99,1.99,46.10389610389609
Avocados,2018-11-25,0.65,1.11,1.82,1.62,2.17,158.46153846153848
Thompson Grapes,2018-11-18,0.83,2.31,1.61,1.99,1.96,137.04819277108436
Strawberries,2018-11-18,2.08,2.99,3.84,3.99,3.86,76.4423076923077
Red Leaf Lettuce,2018-11-18,0.73,1.74,1.76,1.42,1.87,132.53424657534248
Potatoes,2018-11-18,1.7,4.72,3.32,3.49,6.47,164.70588235294116
Oranges,2018-11-18,0.55,1.51,1.54,1.34,2.01,190.90909090909088
Iceberg Lettuce,2018-11-18,0.72,1.04,1.39,1.34,1.92,97.56944444444444
Honeydews,2018-11-18,1.66,3.61,3.95,3.85,4.61,141.2650602409639
Flame Grapes,2018-11-18,0.81,2.13,1.61,1.99,1.96,137.3456790123457
Celery,2018-11-18,0.73,1.64,1.68,1.49,1.35,110.95890410958904
Cauliflower,2018-11-18,2.9,2.44,1.61,3.68,3.32,-4.741379310344818
Carrots,2018-11-18,0.3,0.92,0.92,0.99,1.15,231.66666666666669
Broccoli Crowns,2018-11-18,1.18,1.89,1.45,2.2,1.74,54.23728813559323
Thompson Grapes,2018-11-11,0.85,2.35,2.14,1.74,1.99,141.76470588235298
Strawberries,2018-11-11,2.17,2.91,2.99,3.74,3.99,57.027649769585274
Romaine Lettuce,2018-11-11,1.06,1.75,2.04,1.42,2.05,71.2264150943396
Red Leaf Lettuce,2018-11-11,0.72,1.59,1.8,1.42,1.9,132.98611111111117
Potatoes,2018-11-11,1.7,6.14,4.47,3.99,5.97,202.5
Iceberg Lettuce,2018-11-11,0.79,1.04,1.39,1.24,1.69,69.62025316455693
Oranges,2018-11-11,0.55,1.58,1.54,1.34,2.13,199.5454545454545
Honeydews,2018-11-11,1.46,4.49,3.95,3.85,4.61,189.38356164383566
Green Leaf Lettuce,2018-11-11,0.69,1.59,1.76,1.42,1.82,138.768115942029
Flame Grapes,2018-11-11,0.81,2.1,1.88,1.99,1.96,144.75308641975303
Celery,2018-11-11,0.77,1.64,1.33,1.74,1.62,105.51948051948052
Cauliflower,2018-11-11,2.47,2.46,2.38,3.83,2.74,15.485829959514152
Carrots,2018-11-11,0.3,0.89,0.92,0.99,1.05,220.83333333333331
Broccoli Crowns,2018-11-11,0.97,1.89,1.95,1.99,2.09,104.12371134020617
Thompson Grapes,2018-11-04,0.83,2.31,2.14,1.74,2.49,161.44578313253012
Strawberries,2018-11-04,1.06,3.06,2.92,3.74,3.19,204.48113207547166
Romaine Lettuce,2018-11-04,1.07,2.06,2.09,1.42,1.84,73.13084112149532
Red Leaf Lettuce,2018-11-04,0.4,1.74,1.71,1.42,1.72,311.87499999999994
Potatoes,2018-11-04,1.7,4.47,4.31,3.82,6.22,176.76470588235293
Oranges,2018-11-04,0.56,1.63,1.54,1.34,2.13,196.4285714285714
Iceberg Lettuce,2018-11-04,0.74,1.04,1.39,1.34,1.64,82.77027027027025
Honeydews,2018-11-04,1.33,4.49,4.09,3.85,1.67,165.03759398496237
Green Leaf Lettuce,2018-11-04,0.66,1.59,1.63,1.42,1.67,139.01515151515147
Flame Grapes,2018-11-04,0.81,1.96,1.64,1.99,2.49,149.3827160493827
Celery,2018-11-04,0.7,1.76,1.91,1.99,1.49,155.3571428571429
Cauliflower,2018-11-04,1.21,2.41,3.38,3.83,3.11,163.01652892561984
Carrots,2018-11-04,0.31,0.92,0.92,0.99,1.05,212.9032258064516
Cantaloupe,2018-11-04,1.25,2.46,2.37,3.24,2.86,118.6
Broccoli Crowns,2018-11-04,0.75,1.89,2.13,2.2,2.16,179.33333333333331
Thompson Grapes,2018-10-28,0.85,2.18,2.32,1.74,2.49,156.76470588235296
Strawberries,2018-10-28,1.1,2.99,2.66,3.24,3.56,182.95454545454547
Romaine Lettuce,2018-10-28,0.96,1.94,2.06,1.42,1.83,88.80208333333334
Red Leaf Lettuce,2018-10-28,0.41,1.59,1.64,1.42,1.72,288.4146341463415
Potatoes,2018-10-28,1.7,4.47,4.41,3.99,5.97,177.05882352941177
Oranges,2018-10-28,0.6,1.63,1.54,1.37,1.9,168.33333333333331
Iceberg Lettuce,2018-10-28,0.9,1.04,1.39,1.14,1.66,45.27777777777777
Honeydews,2018-10-28,1.33,3.27,3.52,3.66,4.36,178.3834586466165
Green Leaf Lettuce,2018-10-28,0.55,1.59,1.57,1.42,1.67,184.0909090909091
Flame Grapes,2018-10-28,0.89,2.01,2.32,1.74,2.49,140.4494382022472
Celery,2018-10-28,0.61,1.76,1.91,1.99,1.49,193.03278688524594
Cauliflower,2018-10-28,0.83,2.41,2.25,3.53,3.24,244.27710843373495
Carrots,2018-10-28,0.3,0.92,0.92,0.99,1.05,223.33333333333334
Cantaloupe,2018-10-28,1.08,2.56,2.74,2.74,2.74,149.53703703703707
Broccoli Crowns,2018-10-28,0.83,1.82,2.13,2.2,2.16,150.30120481927716
Tomatoes,2018-10-21,0.64,1.29,1.26,1.59,1.74,129.6875
Thompson Grapes,2018-10-21,0.85,2.47,2.19,1.99,1.99,154.11764705882356
Strawberries,2018-10-21,1.19,2.65,2.62,3.12,3.44,148.52941176470588
Romaine Lettuce,2018-10-21,0.59,1.94,1.99,1.42,1.83,204.23728813559322
Red Leaf Lettuce,2018-10-21,0.32,1.59,1.75,1.42,1.56,393.75
Potatoes,2018-10-21,1.7,4.47,3.74,3.74,3.47,126.76470588235298
Oranges,2018-10-21,0.51,1.63,1.41,1.47,1.9,214.2156862745098
Iceberg Lettuce,2018-10-21,0.76,1.04,1.31,1.14,1.56,66.11842105263159
Honeydews,2018-10-21,1.62,3.44,4.09,3.85,4.61,146.7592592592592
Green Leaf Lettuce,2018-10-21,0.45,1.74,1.71,1.42,1.5,253.88888888888889
Flame Grapes,2018-10-21,0.89,2.23,1.95,1.99,1.99,129.2134831460674
Celery,2018-10-21,0.49,1.35,1.79,1.99,1.62,244.3877551020408
Cauliflower,2018-10-21,0.74,2.49,3.38,3.68,2.24,298.31081081081084
Carrots,2018-10-21,0.3,0.92,0.85,0.99,1.05,217.49999999999997
Cantaloupe,2018-10-21,0.83,2.46,2.37,2.5,2.74,203.31325301204822
Broccoli Crowns,2018-10-21,0.88,1.82,2.13,1.99,2.21,131.5340909090909
Tomatoes,2018-10-14,0.48,1.29,1.24,1.59,1.74,205.20833333333334
Thompson Grapes,2018-10-14,0.87,2.27,2.14,0.98,1.66,102.58620689655173
Strawberries,2018-10-14,1.31,2.7,2.54,3.04,3.56,125.95419847328246
Romaine Lettuce,2018-10-14,0.49,1.94,2.16,1.42,1.74,270.4081632653061
Red Leaf Lettuce,2018-10-14,0.32,1.59,1.71,1.42,1.63,396.09375
Potatoes,2018-10-14,1.7,4.47,4.07,3.99,5.97,172.05882352941177
Oranges,2018-10-14,0.53,1.63,1.54,1.49,1.9,209.43396226415098
Iceberg Lettuce,2018-10-14,0.4,1.04,1.39,1.14,1.66,226.87499999999994
Honeydews,2018-10-14,1.83,3.27,3.42,3.66,4.61,104.37158469945356
Green Leaf Lettuce,2018-10-14,0.43,1.59,1.63,1.42,1.52,258.13953488372096
Flame Grapes,2018-10-14,0.89,1.63,2.14,0.98,1.66,80.0561797752809
Celery,2018-10-14,0.36,1.64,1.91,1.99,1.62,397.22222222222223
Cauliflower,2018-10-14,1.04,2.41,2.39,3.53,3.24,178.125
Carrots,2018-10-14,0.3,0.92,0.92,0.99,1.05,223.33333333333334
Cantaloupe,2018-10-14,0.83,2.42,2.74,2.38,2.74,209.6385542168675
Broccoli Crowns,2018-10-14,0.81,1.82,2.13,2.2,2.16,156.4814814814815
Tomatoes,2018-10-07,0.6,1.62,1.31,1.59,1.66,157.50000000000003
Thompson Grapes,2018-10-07,0.87,2.38,1.51,1.74,2.66,138.21839080459765
Strawberries,2018-10-07,1.63,2.49,2.03,3.12,3.31,67.94478527607362
Romaine Lettuce,2018-10-07,0.57,2.31,1.99,1.47,1.74,229.38596491228074
Red Leaf Lettuce,2018-10-07,0.36,1.74,1.75,1.42,1.63,354.1666666666667
Potatoes,2018-10-07,1.7,4.47,3.74,3.99,5.97,167.20588235294122
Oranges,2018-10-07,0.53,1.63,1.41,1.47,2.01,207.5471698113207
Iceberg Lettuce,2018-10-07,0.42,1.04,1.31,1.32,1.56,211.30952380952385
Honeydews,2018-10-07,1.75,2.92,4.09,3.77,4.11,112.71428571428572
Green Leaf Lettuce,2018-10-07,0.58,1.59,1.71,1.32,1.44,161.20689655172418
Flame Grapes,2018-10-07,0.89,2.38,1.51,2.24,2.66,146.9101123595505
Celery,2018-10-07,0.32,1.39,1.79,1.99,1.57,426.5625
Cauliflower,2018-10-07,1.11,2.34,3.38,3.18,3.36,176.12612612612608
Carrots,2018-10-07,0.3,0.92,0.85,1.16,1.05,231.66666666666663
Cantaloupe,2018-10-07,0.87,2.69,2.62,2.37,2.62,195.9770114942529
Broccoli Crowns,2018-10-07,0.76,1.82,1.95,2.07,1.59,144.40789473684208
Tomatoes,2018-09-30,0.6,1.62,1.24,1.59,1.64,153.75
Thompson Grapes,2018-09-30,0.87,2.09,1.68,2.24,2.49,144.25287356321837
Strawberries,2018-09-30,0.92,3.09,2.41,3.24,3.56,234.23913043478262
Romaine Lettuce,2018-09-30,0.52,1.59,2.09,1.42,1.74,228.84615384615384
Red Leaf Lettuce,2018-09-30,0.36,1.59,1.71,1.42,1.57,336.80555555555554
Potatoes,2018-09-30,1.75,4.47,4.64,3.99,5.97,172.42857142857142
Oranges,2018-09-30,0.53,1.54,1.49,1.47,2.01,207.07547169811318
Iceberg Lettuce,2018-09-30,0.58,1.04,1.39,1.14,1.56,121.12068965517237
Honeydews,2018-09-30,1.5,3.61,3.75,3.66,3.74,146.0
Green Leaf Lettuce,2018-09-30,0.67,1.59,1.63,1.42,1.47,127.98507462686564
Flame Grapes,2018-09-30,0.89,2.16,1.68,1.74,2.16,117.41573033707864
Celery,2018-09-30,0.32,1.59,1.89,1.99,1.69,459.375
Cauliflower,2018-09-30,0.75,2.66,3.26,3.38,2.61,297.0
Carrots,2018-09-30,0.3,0.92,0.92,0.99,1.05,223.33333333333334
Cantaloupe,2018-09-30,1.0,2.13,2.19,2.24,2.62,129.5
Broccoli Crowns,2018-09-30,0.83,2.32,2.13,1.92,2.35,162.65060240963854
Strawberries,2018-09-26,1.34,2.69,2.29,2.57,3.34,103.17164179104479
Tomatoes,2018-09-23,0.52,1.62,1.39,1.34,1.62,187.01923076923075
Thompson Grapes,2018-09-23,0.89,1.88,2.22,0.98,2.66,117.41573033707864
Strawberries,2018-09-23,1.06,2.7,2.57,3.49,3.44,187.7358490566037
Romaine Lettuce,2018-09-23,0.44,1.59,1.99,1.42,1.9734338113973857,296.2178301930333
Red Leaf Lettuce,2018-09-23,0.34,4.47,4.64,3.99,5.97,1302.2058823529412
Potatoes,2018-09-23,1.75,4.47,4.64,3.99,5.97,172.42857142857142
Oranges,2018-09-23,0.53,1.53,1.45,1.29,2.01,196.2264150943396
Iceberg Lettuce,2018-09-23,0.75,1.04,1.39,1.14,1.56,70.99999999999997
Honeydews,2018-09-23,0.96,3.44,3.75,3.66,3.74,279.9479166666667
Green Leaf Lettuce,2018-09-23,0.56,1.59,1.71,1.42,1.47,176.33928571428567
Flame Grapes,2018-09-23,0.89,2.0,2.16,1.48,2.66,133.14606741573036
Celery,2018-09-23,0.32,1.64,1.96,1.99,1.69,468.7499999999999
Cauliflower,2018-09-23,0.6,2.71,3.26,3.38,2.61,398.3333333333333
Carrots,2018-09-23,0.3,0.92,0.92,0.99,1.05,223.33333333333334
Cantaloupe,2018-09-23,0.58,1.99,2.37,2.12,2.29,278.01724137931035
Broccoli Crowns,2018-09-23,0.82,2.47,2.13,1.84,1.52,142.6829268292683
Broccoli Bunches,2018-09-23,0.98,1.65,1.88,1.49,2.49,91.58163265306123
Avocados,2018-09-23,0.79,0.97,1.48,1.17,1.59,64.87341772151898
Tomatoes,2018-09-16,0.52,1.62,1.24,1.59,1.74,197.59615384615387
Thompson Grapes,2018-09-16,0.93,1.88,2.39,2.24,2.16,133.06451612903226
Romaine Lettuce,2018-09-16,0.39,1.59,2.09,1.42,1.74,338.4615384615384
Potatoes,2018-09-16,1.75,4.47,4.97,3.99,5.97,177.14285714285714
Red Leaf Lettuce,2018-09-16,0.3,1.59,1.71,1.42,1.57,424.16666666666674
Oranges,2018-09-16,0.53,1.45,1.35,1.42,1.93,190.09433962264146
Iceberg Lettuce,2018-09-16,0.5,0.99,1.14,1.14,1.56,141.5
Honeydews,2018-09-16,0.79,3.61,3.26,3.66,4.99,391.1392405063291
Green Leaf Lettuce,2018-09-16,0.37,1.59,1.63,1.42,1.47,312.8378378378378
Flame Grapes,2018-09-16,0.97,2.01,1.98,2.24,2.16,116.23711340206188
Celery,2018-09-16,0.35,1.64,1.89,1.99,1.69,414.99999999999994
Cauliflower,2018-09-16,0.63,2.71,2.85,3.38,2.49,353.57142857142867
Carrots,2018-09-16,0.3,0.92,0.92,0.99,1.29,243.33333333333337
Cantaloupe,2018-09-16,0.4,2.29,2.49,2.24,1.91,458.125
Broccoli Crowns,2018-09-16,0.77,2.47,1.72,1.84,2.16,165.90909090909096
Avocados,2018-09-16,0.82,1.01,1.55,1.5,1.59,72.25609756097565
Broccoli Crowns,2018-09-12,0.82,2.32,1.88,1.74,1.91,139.32926829268294
Tomatoes,2018-09-09,0.4,1.62,1.46,1.59,1.54,288.12499999999994
Strawberries,2018-09-09,1.47,2.73,3.02,3.24,3.34,109.69387755102042
Romaine Lettuce,2018-09-09,0.39,2.01,1.99,1.42,1.74,358.97435897435895
Red Leaf Lettuce,2018-09-09,0.33,1.69,1.75,1.42,1.62,390.9090909090908
Potatoes,2018-09-09,1.75,4.47,4.47,3.99,5.47,162.85714285714286
Plums,2018-09-09,0.71,1.99,1.96,1.74,2.49,188.0281690140845
Peaches,2018-09-09,0.64,1.68,1.64,1.99,2.49,204.6875
Oranges,2018-09-09,0.53,1.51,1.36,1.37,1.78,183.96226415094338
Iceberg Lettuce,2018-09-09,0.38,1.04,1.31,1.14,1.56,232.23684210526318
Honeydews,2018-09-09,0.96,3.27,3.26,3.66,4.61,285.4166666666667
Green Leaf Lettuce,2018-09-09,0.35,1.69,1.71,1.42,1.47,349.2857142857143
Flame Grapes,2018-09-09,0.97,2.26,1.96,2.24,2.16,122.16494845360826
Celery,2018-09-09,0.38,1.64,1.69,1.99,1.69,361.1842105263157
Cauliflower,2018-09-09,0.77,2.58,2.48,3.38,2.99,271.10389610389615
Carrots,2018-09-09,0.3,0.89,0.85,0.99,1.05,215.00000000000003
Cantaloupe,2018-09-09,0.4,2.09,2.24,2.24,2.16,445.625
Broccoli Crowns,2018-09-09,0.58,1.62,2.0,1.84,1.6,204.31034482758625
Avocados,2018-09-09,0.9,1.03,1.73,1.75,1.59,69.44444444444441
Tomatoes,2018-09-02,0.38,1.52,1.46,1.47,1.71,305.2631578947368
Strawberries,2018-09-02,1.31,2.5,2.04,2.55,3.21,96.56488549618321
Romaine Lettuce,2018-09-02,0.39,1.36,2.16,1.42,1.74,328.2051282051282
Red Leaf Lettuce,2018-09-02,0.32,1.36,1.71,1.42,1.57,373.4375
Peaches,2018-09-02,0.64,1.68,1.89,1.74,2.49,204.6875
Oranges,2018-09-02,0.53,1.51,1.07,1.62,2.23,203.3018867924528
Nectarines,2018-09-02,0.66,1.88,1.64,2.24,2.49,212.5
Iceberg Lettuce,2018-09-02,0.4,1.04,1.39,1.14,1.0,185.62499999999994
Honeydews,2018-09-02,1.0,3.49,3.07,3.48,3.74,244.50000000000003
Green Leaf Lettuce,2018-09-02,0.35,1.36,1.63,1.42,1.47,320.0
Flame Grapes,2018-09-02,0.97,2.21,2.21,0.9,2.16,92.7835051546392
Celery,2018-09-02,0.4,1.64,1.49,1.99,1.69,325.62499999999994
Cauliflower,2018-09-02,1.35,2.54,3.26,3.18,2.61,114.62962962962959
Carrots,2018-09-02,0.3,0.92,0.85,0.99,0.99,212.5
Cantaloupe,2018-09-02,0.5,2.32,1.74,2.25,2.74,352.50000000000006
Avocados,2018-09-02,0.94,1.08,1.51,1.75,1.59,57.71276595744681
Tomatoes,2018-08-26,0.52,1.45,1.46,1.49,1.66,191.34615384615387
Thompson Grapes,2018-08-26,0.79,2.15,2.27,1.74,2.16,163.2911392405063
Strawberries,2018-08-26,1.22,3.0,2.24,2.5,3.99,140.3688524590164
Romaine Lettuce,2018-08-26,0.38,1.69,2.06,1.42,1.74,354.6052631578948
Red Leaf Lettuce,2018-08-26,0.29,1.69,1.64,1.42,1.57,444.8275862068966
Oranges,2018-08-26,0.53,1.71,1.37,1.49,1.8,200.47169811320754
Iceberg Lettuce,2018-08-26,0.42,1.05,1.31,1.14,1.56,201.19047619047623
Honeydews,2018-08-26,1.0,3.42,3.81,3.66,3.82,267.75
Green Leaf Lettuce,2018-08-26,0.34,1.69,1.57,1.42,1.47,352.2058823529411
Flame Grapes,2018-08-26,0.97,2.15,2.27,1.99,2.16,120.87628865979383
Celery,2018-08-26,0.33,1.51,1.64,1.99,1.65,414.39393939393926
Cauliflower,2018-08-26,1.09,2.54,3.13,3.53,2.48,167.88990825688072
Carrots,2018-08-26,0.3,0.92,0.85,0.99,1.45,250.83333333333334
Cantaloupe,2018-08-26,0.5,2.44,1.98,2.25,2.87,376.99999999999994
Broccoli Crowns,2018-08-26,0.78,2.22,1.95,1.99,1.61,149.03846153846155
Avocados,2018-08-26,0.88,1.03,1.4,1.37,1.51,50.852272727272705
Tomatoes,2018-08-19,0.42,1.62,1.51,1.34,1.72,268.4523809523809
Thompson Grapes,2018-08-19,0.94,2.51,1.99,2.24,1.82,127.65957446808511
Strawberries,2018-08-19,1.03,2.76,2.7,2.87,2.89,172.33009708737862
Romaine Lettuce,2018-08-19,0.39,1.69,1.99,1.42,1.74,338.4615384615384
Red Leaf Lettuce,2018-08-19,0.32,1.69,1.75,1.42,1.62,406.2499999999999
Plums,2018-08-19,0.71,2.99,2.11,1.31,2.49,213.3802816901409
Peaches,2018-08-19,0.64,1.98,1.41,0.94,2.49,166.40625
Oranges,2018-08-19,0.53,1.34,1.34,1.34,1.95,181.6037735849057
Nectarines,2018-08-19,0.66,2.23,1.64,1.44,2.49,195.45454545454547
Iceberg Lettuce,2018-08-19,0.54,1.07,1.31,1.14,1.64,138.88888888888883
Honeydews,2018-08-19,1.0,3.61,3.31,3.66,3.49,251.75
Green Leaf Lettuce,2018-08-19,0.35,1.69,1.78,1.42,1.47,354.2857142857143
Flame Grapes,2018-08-19,0.84,2.13,1.99,1.71,1.82,127.67857142857144
Celery,2018-08-19,0.3,1.64,1.47,1.99,1.69,465.8333333333333
Cauliflower,2018-08-19,0.79,2.66,3.29,3.38,2.99,289.873417721519
Carrots,2018-08-19,0.3,0.92,0.85,0.99,1.29,237.5
Cantaloupe,2018-08-19,0.48,2.19,2.24,2.12,2.37,364.5833333333333
Broccoli Crowns,2018-08-19,0.55,2.53,1.62,1.84,1.79,253.63636363636363
Broccoli Bunches,2018-08-19,0.68,1.65,2.29,1.49,1.76,164.33823529411762
Avocados,2018-08-19,1.15,1.03,1.82,1.68,1.48,30.65217391304349
Tomatoes,2018-08-12,0.44,1.52,1.46,1.49,1.66,248.29545454545453
Thompson Grapes,2018-08-12,0.94,2.11,2.16,1.74,2.16,117.28723404255321
Strawberries,2018-08-12,0.69,2.82,2.23,2.75,3.01,291.66666666666663
Romaine Lettuce,2018-08-12,0.34,1.69,2.09,1.42,1.74,410.2941176470588
Red Leaf Lettuce,2018-08-12,0.3,1.69,1.71,1.42,1.57,432.5000000000001
Potatoes,2018-08-12,1.8,4.47,4.47,3.99,5.97,162.49999999999994
Plums,2018-08-12,0.71,3.75,1.66,1.99,2.49,248.23943661971833
Peaches,2018-08-12,0.64,2.37,1.66,1.99,2.49,232.42187500000006
Oranges,2018-08-12,0.53,1.71,1.16,1.47,1.95,196.69811320754715
Nectarines,2018-08-12,0.66,2.02,1.71,1.74,2.49,201.5151515151515
Iceberg Lettuce,2018-08-12,0.81,1.05,1.31,1.14,1.56,56.17283950617284
Honeydews,2018-08-12,1.0,3.42,3.31,3.6,3.36,242.25
Green Leaf Lettuce,2018-08-12,0.34,1.69,1.63,1.42,1.47,356.6176470588235
Flame Grapes,2018-08-12,0.89,1.74,2.16,1.99,2.16,126.123595505618
Celery,2018-08-12,0.31,1.64,1.64,1.99,1.65,458.0645161290323
Cauliflower,2018-08-12,0.7,2.54,3.13,3.53,2.82,329.2857142857143
Carrots,2018-08-12,0.3,0.92,0.85,0.99,1.29,237.5
Cantaloupe,2018-08-12,0.48,2.25,2.06,3.12,1.86,383.8541666666667
Broccoli Crowns,2018-08-12,0.75,2.22,1.95,1.99,1.84,166.66666666666666
Avocados,2018-08-12,1.18,1.03,1.31,1.37,1.54,11.228813559322038
Tomatoes,2018-08-05,0.4,1.52,1.39,1.47,1.72,281.24999999999994
Thompson Grapes,2018-08-05,0.94,2.28,2.36,2.24,2.66,153.72340425531914
Strawberries,2018-08-05,0.69,2.84,2.36,2.87,3.01,301.4492753623189
Romaine Lettuce,2018-08-05,0.29,1.69,1.82,1.42,1.74,475.0
Red Leaf Lettuce,2018-08-05,0.3,1.69,1.52,1.42,1.62,420.83333333333337
Potatoes,2018-08-05,1.8,4.47,4.47,3.99,5.97,162.49999999999994
Plums,2018-08-05,0.86,1.29,2.11,1.99,2.49,129.06976744186048
Peaches,2018-08-05,0.54,2.37,1.91,1.74,2.49,293.9814814814815
Oranges,2018-08-05,0.53,1.58,1.32,1.74,1.93,209.9056603773585
Nectarines,2018-08-05,0.72,2.21,1.96,2.24,2.49,209.0277777777778
Iceberg Lettuce,2018-08-05,0.5,1.05,1.31,1.14,1.64,156.99999999999997
Honeydews,2018-08-05,0.79,3.61,3.31,3.85,3.49,351.26582278481015
Green Leaf Lettuce,2018-08-05,0.3,1.69,1.48,1.42,1.47,405.0
Flame Grapes,2018-08-05,0.94,2.28,2.36,1.74,1.99,122.60638297872339
Celery,2018-08-05,0.31,1.64,1.34,1.99,1.62,431.4516129032258
Cauliflower,2018-08-05,0.67,2.54,3.01,3.03,2.86,326.865671641791
Carrots,2018-08-05,0.3,0.92,0.85,0.99,1.05,217.49999999999997
Cantaloupe,2018-08-05,0.9,2.39,1.95,1.84,1.59,115.83333333333331
Broccoli Crowns,2018-08-05,0.9,2.22,1.95,1.84,1.59,111.11111111111111
Broccoli Bunches,2018-08-05,1.07,1.65,1.77,1.49,1.76,55.841121495327094
Avocados,2018-08-05,1.23,0.91,1.23,1.3,1.48,0.0
Tomatoes,2018-07-29,0.42,1.49,1.46,1.34,1.66,254.16666666666669
Thompson Grapes,2018-07-29,1.0,2.11,3.09,0.95,2.82,124.24999999999997
Strawberries,2018-07-29,0.69,2.64,2.44,2.75,3.39,306.52173913043487
Romaine Lettuce,2018-07-29,0.29,1.69,2.16,1.42,1.86,514.6551724137931
Red Leaf Lettuce,2018-07-29,0.29,1.69,1.66,1.42,1.7,457.7586206896552
Potatoes,2018-07-29,1.8,4.97,4.97,3.99,5.97,176.38888888888889
Peaches,2018-07-29,0.64,2.37,1.64,1.74,1.99,202.34375
Oranges,2018-07-29,0.53,1.71,1.54,1.59,2.35,239.15094339622635
Iceberg Lettuce,2018-07-29,0.35,1.05,1.44,1.14,1.56,270.71428571428567
Honeydews,2018-07-29,0.58,3.61,3.56,3.6,3.86,530.6034482758621
Green Leaf Lettuce,2018-07-29,0.3,1.69,1.59,1.42,1.64,428.3333333333333
Flame Grapes,2018-07-29,0.87,2.11,2.03,0.95,2.66,122.70114942528734
Celery,2018-07-29,0.32,1.64,1.89,1.99,1.62,457.8125
Cauliflower,2018-07-29,0.65,2.33,3.33,3.38,2.86,357.6923076923077
Carrots,2018-07-29,0.3,0.92,0.92,0.99,1.05,223.33333333333334
Cantaloupe,2018-07-29,0.38,2.17,2.39,1.81,2.62,491.4473684210527
Broccoli Crowns,2018-07-29,0.66,2.14,1.95,1.92,2.09,206.81818181818178
Avocados,2018-07-29,1.03,0.97,1.59,1.25,1.59,31.06796116504855
Flame Grapes,2018-07-25,1.05,2.32,2.16,2.74,3.09,145.47619047619048
Cauliflower,2018-07-25,0.64,2.34,3.26,3.48,2.82,364.84375
Broccoli Bunches,2018-07-25,0.53,1.65,1.88,1.49,1.76,219.81132075471695
Tomatoes,2018-07-22,0.34,1.49,1.46,1.47,1.65,346.3235294117647
Strawberries,2018-07-22,0.84,2.32,2.42,2.75,2.81,206.54761904761907
Romaine Lettuce,2018-07-22,0.3,1.69,1.99,1.42,1.83,477.50000000000006
Red Leaf Lettuce,2018-07-22,0.3,1.69,1.75,1.42,1.66,443.33333333333337
Potatoes,2018-07-22,1.8,4.97,4.14,3.99,5.97,164.86111111111111
Plums,2018-07-22,0.86,1.99,2.26,1.99,1.99,139.24418604651163
Peaches,2018-07-22,0.64,2.3,1.64,1.74,1.99,199.609375
Oranges,2018-07-22,0.53,1.58,1.36,1.87,2.12,226.8867924528302
Nectarines,2018-07-22,0.72,2.16,2.29,1.74,1.99,184.02777777777777
Iceberg Lettuce,2018-07-22,0.37,1.06,1.31,1.14,1.56,242.56756756756758
Honeydews,2018-07-22,0.67,3.61,3.21,3.85,4.61,470.14925373134326
Green Leaf Lettuce,2018-07-22,0.32,1.69,1.71,1.42,1.47,391.40625
Flame Grapes,2018-07-22,1.01,2.53,2.69,2.24,3.09,161.13861386138618
Celery,2018-07-22,0.35,1.64,1.74,1.99,1.54,393.5714285714286
Cauliflower,2018-07-22,0.66,2.59,3.26,3.48,2.86,361.74242424242425
Carrots,2018-07-22,0.3,0.92,0.85,0.99,1.29,237.5
Cantaloupe,2018-07-22,0.38,2.39,2.25,1.49,2.49,467.1052631578948
Broccoli Crowns,2018-07-22,0.48,2.14,1.95,1.99,1.46,292.70833333333337
Broccoli Bunches,2018-07-22,0.44,1.98,1.64,1.49,1.76,290.34090909090907
Avocados,2018-07-22,0.86,0.97,1.69,1.06,1.48,51.162790697674424
Tomatoes,2018-07-15,0.34,1.49,1.46,1.34,1.54,328.67647058823525
Thompson Grapes,2018-07-15,1.16,2.32,2.41,2.74,3.11,128.01724137931038
Strawberries,2018-07-15,1.22,2.71,2.26,2.66,3.24,122.74590163934427
Romaine Lettuce,2018-07-15,0.31,1.69,2.16,1.34,1.83,466.12903225806457
Red Leaf Lettuce,2018-07-15,0.3,1.69,1.66,1.34,1.57,421.6666666666667
Potatoes,2018-07-15,1.8,4.72,4.64,3.99,5.97,168.33333333333331
